"GWAS","LOC_NUM","GENE","Pubmed hits","Pubmed hits gene only"
"Progression",1,"SHOC2",0,111
"Progression",1,"SMC3",1,412
"Progression",1,"SMNDC1",0,9
"Progression",2,"ABCA1",6,3557
"Progression",2,"FKTN",0,68
"Progression",2,"FSD1L",0,2
"Progression",2,"NIPSNAP3A",0,1
"Progression",2,"NIPSNAP3B",0,2
"Progression",2,"OR13C2",0,0
"Progression",2,"OR13C3",0,0
"Progression",2,"OR13C4",0,1
"Progression",2,"OR13C5",0,2
"Progression",2,"OR13C8",0,2
"Progression",2,"OR13C9",0,0
"Progression",2,"OR13D1",0,0
"Progression",2,"OR13F1",0,0
"Progression",2,"RALGAPA1P1",0,0
"Progression",2,"SLC44A1",1,30
"Progression",2,"TAL2",0,40
"Progression",2,"TMEM38B",0,22
"Asian",1,"LOC101929109",0,0
"Asian",1,"F2RL2",0,10
"Asian",1,"NCRUPAR",0,2
"Asian",1,"SNORA47",0,5
"Asian",1,"HMGCR",3,986
"Asian",1,"ANKDD1B",0,2
"Asian",1,"LOC441087",0,0
"Asian",1,"IQGAP2",0,78
"Asian",1,"F2RL1",0,48
"Asian",1,"CRHBP",0,92
"Asian",1,"ZBED3",0,19
"Asian",1,"AGGF1",0,56
"Asian",1,"POLK",0,170
"Asian",1,"COL4A3BP",0,9
"Asian",1,"POC5",0,18
"Asian",1,"F2R",1,92
"Asian",1,"ZBED3-AS1",0,5
"Asian",1,"S100Z",0,15
"Asian",1,"PDE8B",4,81
"Asian",1,"SV2C",9,63
"Asian",2,"MIR3914-1",0,0
"Asian",2,"MIR3914-2",0,0
"Asian",2,"GALNT17",0,3
"Asian",2,"CALN1",0,16
"Asian",2,"AUTS2",0,100
